X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
X:ALL_Vt(2,0)=-nan Y:ALL_Vt(0,0)=-nan Z:ALL_Vt(1,0)=-nan
X:ALL_Vt(2,0)=nan Y:ALL_Vt(0,0)=nan Z:ALL_Vt(1,0)=nan
