MC_point[4][0]=0.538624, MC_point[4][1]=0.391134, MC_point[4][2]=5.099             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.542405, MC_point[4][1]=0.390383, MC_point[4][2]=5.057             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.534187, MC_point[4][1]=0.390383, MC_point[4][2]=5.057             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.5379, MC_point[4][1]=0.389632, MC_point[4][2]=5.015             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.534187, MC_point[4][1]=0.390383, MC_point[4][2]=5.057             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.534187, MC_point[4][1]=0.390383, MC_point[4][2]=5.057             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.5379, MC_point[4][1]=0.389632, MC_point[4][2]=5.015             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.5379, MC_point[4][1]=0.389632, MC_point[4][2]=5.015             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.551522, MC_point[4][1]=0.391902, MC_point[4][2]=5.142             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.534187, MC_point[4][1]=0.3986, MC_point[4][2]=5.057             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.5379, MC_point[4][1]=0.397781, MC_point[4][2]=5.015             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.534187, MC_point[4][1]=0.390383, MC_point[4][2]=5.057             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.534187, MC_point[4][1]=0.390383, MC_point[4][2]=5.057             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.5379, MC_point[4][1]=0.381484, MC_point[4][2]=5.015             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.5379, MC_point[4][1]=0.389632, MC_point[4][2]=5.015             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.534187, MC_point[4][1]=0.390383, MC_point[4][2]=5.057             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.5379, MC_point[4][1]=0.389632, MC_point[4][2]=5.015             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.525419, MC_point[4][1]=0.3889, MC_point[4][2]=4.974             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.525419, MC_point[4][1]=0.3889, MC_point[4][2]=4.974             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.534187, MC_point[4][1]=0.390383, MC_point[4][2]=5.057             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.534187, MC_point[4][1]=0.390383, MC_point[4][2]=5.057             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
MC_point[4][0]=0.52975, MC_point[4][1]=0.389632, MC_point[4][2]=5.015             Est_LM_camera[4][0]=0.61, Est_LM_camera[4][1]=-0.28, Est_LM_camera[4][2]=4.8
